NodeID,X,Y,Z,NormalX,NormalY,NormalZ,NodalArea,Pressure_Reconstructed,Pressure_RelativeToMax,IsActivePressureNode,IsFixedNode
22,22.676600061344,-3.3080027648722,-7.6760487413424,0.122984081140646,-0.485386319025847,-0.865606745057205,2.78821615802886,0,0,0,1
23,20.19267148142,-3.3434648067526,-7.7080524553956,0.0274500280510554,-0.583819592786856,-0.811419237532723,2.63246391805975,0,0,0,1
24,17.70790382462,-3.3438091948009,-7.7106787615162,0.0168961596889199,-0.569600500207946,-0.821748008790179,3.26964281104191,0,0,0,1
25,15.239038691245,-3.3438095747513,-7.9782743163925,0.104787160945694,-0.507685564556911,-0.855146197115717,2.94119804163358,0,0,0,1
26,12.782385645802,-3.3433284467167,-8.3524583898694,0.0919016158148299,-0.459152020143812,-0.883591260373528,2.74736681444779,0,0,0,1
27,10.312744143487,-3.3435435277666,-8.6272096464507,0.0628490843291792,-0.404390029882767,-0.912424625013156,1.50731891826348,0,0,0,1
28,10.312744140598,-1.0344910744893,-9.5458561690637,0.00393147572697721,-0.219522945305646,-0.97559941573524,1.82226109113194,0,0,0,1
29,10.31274414063,1.441228007181,-9.8268722358449,-0.00299792663926069,-0.0136641001814637,-0.999902147613503,2.62195908403736,0,0,0,1
30,10.312744140627,3.924721513293,-9.6217578073564,-0.0118538663386085,0.158593604428199,-0.987272786258843,2.02476477796401,0,0,0,1
31,10.312744140383,6.308438099984,-8.9005470883921,0.0271187975722731,0.395896991890683,-0.917894407124339,2.42407408428147,0,0,0,1
32,10.312744140625,8.445301342666,-7.6226922452179,0.0210447931458964,0.599470259273787,-0.800120319031872,2.04284205587875,0,0,0,1
33,10.312744137179,10.19809192298,-5.8554331836703,0.0683986024463319,0.803131936092534,-0.591862082255357,2.15114510834219,0,0,0,1
34,10.312744140651,11.35882976307,-3.6581977438476,0.0782646514038713,0.937957511222584,-0.337802237236176,2.0151133129955,0,0,0,1
