NodeID,X,Y,Z,NormalX,NormalY,NormalZ,NodalArea,Pressure_Reconstructed,Pressure_RelativeToMax,IsActivePressureNode,FX_From_KU,FY_From_KU,FZ_From_KU,KU_ForceMagnitude,FX_From_Pressure,FY_From_Pressure,FZ_From_Pressure,PressureForceMagnitude,IsFixedNode
120,11.745048555362,4.262047414671,9.616159420263,0.0248203910547805,0.281371037814725,0.959278003118467,4.78223331382434,0,0,0,-2.67916074461055e-07,-2.09872511952591e-07,9.35935647594643e-08,3.52966357592755e-07,0,0,0,0,0
121,19.746486153894,-0.3477912142594,9.49363823917,0.128567509429791,-0.0873498381135338,0.98784634498517,4.9089133234062,0,0,0,2.33573257343161e-07,-1.61770691624319e-06,-2.07927424375476e-07,1.64765468081584e-06,0,0,0,0,0
122,15.745363738602,-0.8507382213017,9.494346204363,0.0276160428535416,-0.425056392499096,0.904745498675051,5.18887098796434,0,0,0,1.74866454626717e-07,-1.54040552646784e-07,-4.68466952036062e-08,2.37700192816379e-07,0,0,0,0,0
123,11.745156109787,-1.3465661604488,9.482670019663,0.0511083823810138,-0.358167480829201,0.932257469225568,3.42112387028556,0,0,0,2.96788227934636e-09,1.96074320460426e-08,1.57997280259004e-08,2.53552977177682e-08,0,0,0,0,0
124,25.003364442936,1.2309509837,7.820838234858,0.445577596078839,0.250712737674587,0.85942057750575,5.05330377809874,0,0,0,2.6308637250394e-06,5.02678964461878e-06,-4.03530967962862e-06,6.96231156164956e-06,0,0,0,0,0
125,26.764024323436,0.667598149663,6.915429218772,0.636217612173077,0.397559807546318,0.661190857003122,6.06047261678361,0,0,0,-6.90601146525159e-07,7.09067316084777e-07,1.77143840138661e-07,1.00552789241304e-06,0,0,0,0,0
126,29.252571741026,1.660464093804,1.727182331294,0.890589537909108,0.406378293766413,0.20422281293318,4.72169231659886,0,0,0,-1.862830072627e-07,3.06287235761482e-07,6.49496195632461e-07,7.41861535413641e-07,0,0,0,0,0
127,29.252861695101,1.660614612171,-1.6581727665484,0.880931597074473,0.419205257998197,-0.219605266199342,4.81286860781822,0,0,0,-3.00962905436762e-07,8.37638555668471e-07,5.03814464072362e-07,1.02276391928921e-06,0,0,0,0,0
128,26.758847417861,4.572661378894,-1.9626596810126,0.62949551024699,0.74671607020201,-0.214826704766768,6.08082961740731,0,0,0,-7.68978063354214e-07,2.73725696520524e-07,-1.67587917008181e-06,1.8640879838596e-06,-0.068963821356209,-0.0871700016253148,0.0240889462876794,0.113731680602457,0
129,23.765602945288,6.88500690367,-2.1643461255316,0.568847309560988,0.776132121330302,-0.272087612074771,8.78468470711841,0.167312758373849,0.115931657863551,1,-1.190211027807,-1.82462004083574,0.492394189689363,2.23344859402956,-1.12978225507087,-1.64012376264591,0.482424070434036,2.04918200372806,0
130,19.754085290547,9.177644230308,-2.3610451624641,0.37397689351909,0.912798523694124,-0.164134512688949,6.07934103782324,1.28738658467695,0.892035147369975,1,-2.26280902517192,-5.52299697614969,0.993120952271743,6.05062719962147,-2.3022265866549,-5.52085930060884,0.945951513841065,6.05598538141878,0
131,25.003364460481,1.230950996427,-7.7517793713904,0.458666385935823,0.303469111445162,-0.83518359946257,4.65986434317574,0,0,0,6.47064822225079e-06,3.0105860480416e-06,5.12859130049302e-06,8.78836534836102e-06,0,0,0,0,0
132,26.764023522006,0.667597681567,-6.8463711952152,0.637610572572992,0.39396850438073,-0.661998168652416,6.0960336566186,0,0,0,-2.33679976780615e-06,-1.28441835983012e-06,-2.72845046084963e-06,3.81507609297615e-06,0,0,0,0,0
133,22.702022562,3.13981748729,-8.0058212475898,0.402108937315701,0.472501702621385,-0.784251581796766,6.60958471068854,0,0,0,-1.47452629019676e-06,-3.8417326862954e-06,-3.28515544236602e-06,5.2654899196503e-06,0,0,0,0,0
134,28.981461376678,0.472839559758,-4.2557360972662,0.77835493807273,0.433591537797167,-0.454050623530554,6.3232068278758,0,0,0,9.26957028912767e-07,1.67057103067636e-07,1.98942377173383e-06,2.20112797280753e-06,0,0,0,0,0
135,19.736617708259,4.643237504487,-8.3980087097763,0.243042146249725,0.29832976066034,-0.923000470774892,7.54943471818465,0,0,0,9.40636321632468e-07,2.14377926381116e-06,1.43930170398883e-06,2.74812219827033e-06,0,0,0,0,0
136,15.741095514528,4.544608848814,-9.2855312914609,0.0769320120782241,0.230777455225574,-0.969960427892398,7.00541336079512,0,0,0,8.95543373511005e-07,1.32561510273257e-06,7.35959289149823e-07,1.76093424343957e-06,0,0,0,0,0
137,11.745048529564,4.262046924625,-9.547100679362,0.0385446288170798,0.295969699047351,-0.954419325472391,5.81442771172644,0,0,0,9.97214213288578e-08,2.26109108863309e-07,7.8086775379127e-09,2.47246165648122e-07,0,0,0,0,0
138,14.078733534356,7.869932572826,-7.710020081367,0.158663482562937,0.645977596249616,-0.746685237864369,5.66615700636591,0,0,0,2.75611365885275e-06,5.96694623866689e-06,5.58914989090553e-06,8.62781585447122e-06,0,0,0,0,0
139,17.960154525797,6.949436345805,-7.4145928785526,0.251068052202959,0.627338196562238,-0.737164581553571,5.70870559907633,0,0,0,8.14291139794587e-08,7.8167873024948e-06,7.08285829514876e-06,1.05487286467235e-05,0,0,0,0,0
140,26.754928112762,3.166576785638,-4.7462872607252,0.663492484334468,0.546557761390623,-0.510932810353129,5.28339407264176,0,0,0,2.73956250798624e-06,8.07399415658772e-07,4.36571050596579e-06,5.21694592395494e-06,0,0,0,0,0
141,23.753238483734,4.966908677622,-5.8482721884338,0.516118563461051,0.668007708832551,-0.536085188557926,7.87793357398279,0,0,0,-1.25477738978363e-06,6.57334493094075e-06,6.44987549053982e-06,9.29431136354399e-06,-0.189040203466072,-0.248880290566564,0.15467075617345,0.34871283368161,0
142,11.742743325976,8.93744381708,-7.1186123272139,0.116648478792136,0.720557536512132,-0.683512961816415,5.14928838173659,0,0,0,-5.41020049482643e-07,8.82116259620647e-07,8.08333273927264e-07,1.31310108947e-06,0,0,0,0,0
143,17.259670249062,-0.7399864756325,-9.4242521356718,0.0505940950108667,-0.138377929399711,-0.98908633910548,4.08075040723159,0,0,0,3.6788810690142e-07,8.38007489806919e-07,-2.9928741729357e-07,9.62897279216355e-07,0,0,0,0,0
