Node_ID,U1,U2,U3,RF1,RF2,RF3
84,-6.264805328101e-03,-9.600350633264e-03,7.118976861238e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
85,-1.824425533414e-02,-6.140208616853e-02,1.104584112763e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
86,1.697411946952e-02,7.559027522802e-02,1.218261122704e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
87,9.268152527511e-03,1.341240573674e-02,1.153648197651e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
88,8.997304830700e-04,-5.489045288414e-03,3.736747428775e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
89,2.518495079130e-03,-7.864372804761e-03,4.128185287118e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
90,8.310538716614e-03,1.974032726139e-03,6.547334790230e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
91,2.183937840164e-02,3.092904761434e-02,1.076189056039e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
92,2.881410345435e-02,2.233796007931e-02,1.048400402069e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
93,1.912051253021e-02,6.245343829505e-04,7.615491747856e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
94,1.890913397074e-02,7.459925487638e-03,7.202666252851e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
95,-5.362247116864e-03,-5.356545094401e-03,5.874846875668e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
96,-3.730243537575e-03,1.465390436351e-03,6.509067118168e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
97,-1.906390488148e-02,-4.374018870294e-03,7.090177386999e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
98,-2.041015960276e-02,-2.360627753660e-03,7.782541960478e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
99,-1.505506038666e-02,-1.286992058158e-02,9.086089581251e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
100,3.873073309660e-02,4.527888074517e-02,1.353052258492e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
101,9.031796455383e-02,1.522009968758e-01,2.048043608665e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
102,-3.343050926924e-02,-2.168276906013e-02,9.967748075724e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
103,4.678864404559e-02,9.574435651302e-02,2.438630312681e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
104,-4.830075427890e-02,-1.114911213517e-01,1.650135666132e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
105,-1.317326426506e-01,-2.194306105375e-01,2.234003692865e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
106,3.967600408942e-03,9.536398574710e-03,1.762411594391e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
107,-4.093503206968e-02,-5.778824537992e-02,1.409272998571e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
108,7.716060429811e-02,1.019524559379e-01,1.639729291201e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
109,9.140995144844e-02,2.114083468914e-01,2.155815362930e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
110,1.119081955403e-02,5.612105503678e-02,9.767143428326e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
111,-2.192897682107e-06,1.669753715396e-02,2.862100861967e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
112,9.149540215731e-03,2.504452690482e-02,8.634299784899e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
113,2.033414202742e-04,1.747479103506e-02,4.749714210629e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
114,2.617240883410e-02,7.054845336825e-03,8.013105392456e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
115,3.691571205854e-02,2.934396453202e-02,1.129532903433e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
116,1.427227538079e-02,1.896170550026e-03,7.258158922195e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
117,8.371259085834e-03,-7.542449515313e-03,3.805949166417e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
118,4.158712923527e-03,1.303861499764e-03,5.941092222929e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
119,-8.232211112045e-04,1.881066942587e-03,3.523096442223e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
120,-5.983676528558e-04,7.959348731674e-04,9.595903567970e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
121,-1.490338589065e-03,-7.153360638767e-03,1.412449218333e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
122,-1.098377280869e-03,-1.877431059256e-03,3.089284524322e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
123,-2.554634411354e-04,-6.970459944569e-04,1.465586246923e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
124,1.410955283791e-02,-7.674224674702e-03,5.680346861482e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
125,1.652844436467e-02,-8.194136433303e-03,5.167744308710e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
126,-8.795978501439e-03,-9.322759695351e-03,4.411231726408e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
127,1.879488001578e-03,6.874505896121e-03,4.548937827349e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
128,-4.934460669756e-02,-4.448050633073e-02,1.041281744838e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
129,-8.627387881279e-02,-1.129568070173e-01,1.646303683519e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
130,-1.068082377315e-01,-2.435932159424e-01,2.237389087677e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
131,-1.421937253326e-02,7.548284716904e-03,5.635830014944e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
132,-1.588780246675e-02,8.892286568880e-03,5.048385635018e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
133,-1.331004500389e-02,-6.651112926193e-04,7.044596225023e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
134,-9.844841435552e-03,8.041070774198e-03,3.818467259407e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
135,-9.735956788063e-03,-8.233963511884e-03,7.767277956009e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
136,1.394143910147e-03,-1.688908552751e-03,3.488352522254e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
137,6.488054641522e-04,-6.334439967759e-04,9.696265682578e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
138,1.989331329241e-03,-7.792949676514e-03,3.667046502233e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
139,-3.023641183972e-03,-1.265935134143e-02,7.440696656704e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
140,-2.152059599757e-02,-1.744135748595e-03,7.462832331657e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
141,-3.199080750346e-02,-2.490240707994e-02,1.058105304837e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
142,-2.046390291071e-04,-1.375979464501e-02,2.524119801819e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
