INP_NodeID,MTX_NodeID,X,Y,Z,NormalX,NormalY,NormalZ,NodalArea,Pressure_Reconstructed,Pressure_Reference,Pressure_Error,Pressure_RelativeError,U1_Reconstructed,U2_Reconstructed,U3_Reconstructed,EquivalentForceX,EquivalentForceY,EquivalentForceZ
44,41,14.059468711656,1.3213382053299,9.3228367104515,0.0616705552503091,0.359197092603266,0.931221880799887,4.82260031130188,-0.0748936542789643,NaN,NaN,NaN,0.0646027071943575,-0.277129430244183,-0.263786404207932,0.0222743043808576,0.129735581930311,0.336340730756554
45,42,14.055859827227,1.3082343524453,-9.396771506921,0.06199557305639,0.360543510494657,-0.930679819251282,4.78003702673387,-0.0748936542789643,NaN,NaN,NaN,0.0682083384312935,-0.329596201946614,0.349965745331156,0.0221940704910921,0.129072572322959,-0.333178201196913
46,43,12.438589825994,-2.454488555049,-9.862116025511,0.0100265018887188,-0.0531067033686556,-0.998538505675765,4.64039799141351,-0.0748936542789643,NaN,NaN,NaN,0.0263620587163822,-0.171766919356567,-1.7607544591876,0.00348457399887217,-0.0184565105335936,-0.347028440463901
47,44,18.851618670862,1.7551139607917,8.9401954001253,0.0146232212466463,0.520499713141239,0.853736616305204,4.44800144005425,-0.0748936542789643,NaN,NaN,NaN,0.126243377765549,-0.161399694232941,-0.0722049042070727,0.0048713910245605,0.173392550664174,0.284402787857814
48,45,21.422384684284,1.5261818649078,8.9113734708596,0.131797097783684,0.354279158222976,0.9258054887851,5.34264989114011,-0.0748936542789643,NaN,NaN,NaN,0.207131001044029,-0.152973938089864,-0.0663686242738281,0.0527360483719821,0.141757922893693,0.370443081529385
49,46,18.758591711762,1.6180512367974,-9.08544869941,0.0137126887816736,0.489384371477264,-0.871960377035666,4.93755769860314,-0.0748936542789643,NaN,NaN,NaN,0.129625157547831,-0.24236459787858,0.178310333003931,0.00507083903452841,0.180970297896033,-0.322443744391238
50,47,21.372984584044,1.6879999910574,-8.917118887271,0.117165492302901,0.392368598904276,-0.912315258015185,4.98205560033036,-0.0748936542789643,NaN,NaN,NaN,0.179124609046887,-0.133981946103539,0.04593623525566,0.0437172981262826,0.146402278320519,-0.340407037395418
51,48,23.992312649158,1.3807503514847,-8.516404667641,0.29265689094387,0.186316199080459,-0.937890301764166,5.63828802657755,-0.0748936542789643,NaN,NaN,NaN,0.269975131144238,-0.111282990238425,-0.0178691212216686,0.123580808951647,0.0786761129351821,-0.39604480805528
52,49,26.376736019175,1.0990085341073,-7.570497333826,0.477549250510671,0.0479699566005668,-0.87729447541885,5.19309636066779,-0.0748936542789643,NaN,NaN,NaN,0.385691560361763,-0.119606501568739,-0.0393971933347637,0.18573321255777,0.0186569534684695,-0.341206108279895
53,50,23.975904377591,1.2183761995184,8.4837637315993,0.292114325761228,0.160132083446494,0.942882249560436,6.15806127980303,-0.0748936542789643,NaN,NaN,NaN,0.280896988999261,-0.0962126298275851,0.0724920958199365,0.134723043063539,0.0738528708504703,0.434857022435829
54,51,26.347576404538,1.0982992856336,7.5175564131394,0.478922718250623,0.0479377449736091,0.876547204975454,5.21296954422572,-0.0748936542789643,NaN,NaN,NaN,0.394290530658957,-0.123208499055065,0.0329200650023237,0.186980212078741,0.0187157747589903,0.342220103656828
55,52,28.449492663278,1.0535224072735,5.8683790891648,0.747346793660728,-0.0889787208520862,0.658449358144236,5.11249638788355,-0.0748936542789643,NaN,NaN,NaN,0.644340686256594,-0.142859734892001,-0.0884925376031597,0.286154257172881,-0.0340693771427092,0.252116003659821
56,53,29.716627269057,0.9354070463398,3.5364952600241,0.928398550637547,-0.172889963339152,0.328915174096131,5.19182106923655,-0.0748936542789643,NaN,NaN,NaN,1.25802001284852,-0.0554618620541173,-0.205606529771467,0.360993341895374,-0.0672255741923658,0.127893551552318
57,54,30.192489259972,0.8883863297416,1.1795539098071,0.971908567762366,-0.205725088864309,0.114328140551125,5.11278640999887,-0.0748936542789643,NaN,NaN,NaN,1.86779170745133,0.103571935059037,-0.121411671956534,0.372158619775605,-0.0787752754368911,0.0437779894120876
58,55,30.194631195056,0.8706002466747,-1.158335915549,0.971657351654013,-0.209462796671297,-0.109577953016786,5.31637055842523,-0.0748936542789643,NaN,NaN,NaN,1.88338246978231,0.110810267812573,0.113791866549955,0.386877441205985,-0.0834002137338803,-0.0436298228007636
59,56,29.702732326291,0.878938134692,-3.609757052917,0.929186691572263,-0.173335728278288,-0.326445734398884,5.2737470005155,-0.0748936542789643,NaN,NaN,NaN,1.26277938335605,-0.0522172350081938,0.204630137932983,0.367001039108691,-0.0684624445978153,-0.12893633198111
60,57,28.429237337565,0.9832995737268,-5.947092336547,0.748298561607764,-0.0893295796891921,-0.657319928868966,5.08222444268862,-0.0748936542789643,NaN,NaN,NaN,0.650281889830407,-0.140339939423173,0.0840087970622496,0.284822157981472,-0.0340011927912673,-0.250193292129862
61,58,12.13266880369,-7.165499830721,-8.481577914303,0.0510347131686908,-0.478870331454015,-0.87640097198994,4.83780377226723,-0.0748936542789643,NaN,NaN,NaN,0.0490179604067291,-0.402041291858776,-0.700224628964775,0.0184909382658335,-0.173504683116113,-0.317538304087586
62,59,12.243619942528,-10.67684835374,-4.842202747855,0.149587687258714,-0.870905213833594,-0.468132067196908,5.39872786521705,-0.0748936542789643,NaN,NaN,NaN,0.0656176900494832,-0.549140450871677,-0.244693517291937,0.0604828581429263,-0.352133504231068,-0.189280053267057
63,60,12.212518550223,-11.64363503317,0.135745028481,0.161145113278116,-0.986918885180791,0.00483389491908699,4.9480022423919,-0.0748936542789643,NaN,NaN,NaN,-0.206598689822054,-2.20297887727036,0.00591883127066599,0.0597161842629031,-0.365726448671643,0.00179131562740917
64,61,12.131919288536,-10.6596791613,4.8401141616669,0.143443188474077,-0.867598078326988,0.476127741434699,5.03368965100089,-0.0748936542789643,NaN,NaN,NaN,0.0593549962409239,-0.495028400554022,0.225167111910237,0.0540768502319941,-0.327077025004455,0.179496069759457
65,62,12.373636072295,-7.169680078251,8.3950244927024,0.0569320570524998,-0.470063374875497,0.880794621055572,5.43597345739681,-0.0748936542789643,NaN,NaN,NaN,0.0655566732219511,-0.380043238376431,0.649975736914588,0.0231781743297779,-0.191372162064353,0.358589032831377
66,63,12.655199310326,-2.583044891673,9.7825068403003,0.0322003907708104,-0.0814465218591495,0.996157416732543,6.05657730934774,-0.0748936542789643,NaN,NaN,NaN,0.00873960450687709,-0.228351904760453,2.05635363143035,0.0146060717225973,-0.0369440777380009,0.451856214396698
67,64,15.036984756556,-1.05116158228,9.7760058510646,0.0399723621822414,0.0165776111394669,0.999063257792258,7.38173854426974,-0.0748936542789643,NaN,NaN,NaN,0.0570776647716729,-0.149861549602379,1.25972467993677,0.0220985355407803,0.00916485563891689,0.552327500915583
68,65,22.346387928092,-1.030573575768,8.9387662447648,0.207360460970268,-0.14702145500428,0.967153726661187,6.67000555860191,-0.0748936542789643,NaN,NaN,NaN,0.313932708046062,-0.238796082063202,0.500614358786153,0.103585070767467,-0.0734432579369025,0.483133027147271
69,66,29.634223044863,-1.136970202674,0.1108557545891,0.922999008385416,-0.384668433179886,0.0101502233704295,3.89899867268547,-0.0748936542789643,NaN,NaN,NaN,1.9213702377835,0.0157436248846411,-0.00962562921834665,0.269525179150394,-0.112327128658211,0.00296396935151329
70,67,22.551872663235,-0.41636486513,-9.03202352952,0.27688236868595,-0.0548584270553075,-0.959336597285789,5.30484996090674,-0.0748936542789643,NaN,NaN,NaN,0.302031773870016,-0.18399471869968,-0.339556494869762,0.110005254041879,-0.0217952310694141,-0.381144045382655
71,68,17.466433263982,-0.547802923867,-9.754169665486,0.0603815388872303,0.0794205535464696,-0.995010776542637,4.81772065688035,-0.0748936542789643,NaN,NaN,NaN,0.129500469154778,-0.186897109418617,-0.561470815257053,0.0217866679215714,0.0286562624628675,-0.359016510119185
72,69,14.852455401088,-1.038265348671,-9.846469979604,0.0206976775104476,0.0546119939005128,-0.998293111399595,5.92079726621437,-0.0748936542789643,NaN,NaN,NaN,0.0656809108199141,-0.146635237782945,-1.48142850404937,0.00917797410881658,0.0242166042927643,-0.44267325765466
73,70,14.399497020672,-3.493053661137,-9.704905553255,0.0372861507167792,-0.173037923310419,-0.984209134310967,4.75705084275658,-0.0748936542789643,NaN,NaN,NaN,0.115330095851795,-0.268339394007785,-1.14657172584436,0.0132840458363519,-0.0616487264170266,-0.350647063357482
74,71,16.760233103306,-2.738517730954,-9.704833491545,0.106236376157872,-0.189376612347066,-0.976140528344558,5.60062564029371,-0.0748936542789643,NaN,NaN,NaN,0.155597563470755,-0.306053604004047,-1.05793128751867,0.0445609882592485,-0.079434270111336,-0.409443433558944
75,72,14.027309536501,-5.831845504273,-9.02547894163,0.0700680677087037,-0.397835467963032,-0.914777244097274,4.95169785704679,-0.0748936542789643,NaN,NaN,NaN,0.142782976473093,-0.430164910581424,-1.03542046391439,0.0259847952786151,-0.14753758063614,-0.339245824677575
76,73,15.778254630549,-6.890227341897,-8.175443177154,0.19587009640837,-0.533572919920637,-0.822760502491668,3.81452387749491,-0.0748936542789643,NaN,NaN,NaN,0.342627348378676,-0.311540839226019,-0.494727028463969,0.0559568806439774,-0.152433049977208,-0.235049209045765
77,74,14.338154130974,-9.628969571524,-5.792663288428,0.200419459694672,-0.807714042444922,-0.554463764201935,5.85916955667019,-0.0748936542789643,NaN,NaN,NaN,0.197131204151877,-0.711711700211056,-0.477495848111691,0.0879469888739798,-0.354436729908763,-0.243306805514698
78,75,14.374871536922,-10.7461410987,-3.442449739368,0.231651239176264,-0.932178718375782,-0.278173579614214,6.08865194484366,-0.0748936542789643,NaN,NaN,NaN,0.285022958413363,-0.55419929085489,-0.114061542989851,0.105633287935719,-0.425074794833335,-0.126847540017428
79,76,14.283622177983,-11.14742777527,1.5489430019538,0.21932382874256,-0.968301601035097,0.119536887940805,3.98696652288647,-0.0748936542789643,NaN,NaN,NaN,0.00738805834487657,-1.80553253789774,0.142626306653673,0.0654897646070432,-0.289133398244866,0.035693534523742
80,77,13.924495449955,-10.83896036087,3.46940814108,0.231333775267615,-0.922886067540858,0.307840852973421,3.76156378350033,-0.0748936542789643,NaN,NaN,NaN,0.203065177841944,-0.70204172631423,0.137896347627286,0.0651707167470218,-0.259992931978481,0.086724080861447
81,78,14.446379455537,-9.799271368316,5.4115904355716,0.222246913145336,-0.823615646465673,0.521788823657906,6.97992625270255,-0.0748936542789643,NaN,NaN,NaN,0.261159410016799,-0.497243948494503,0.298948860849956,0.11618005915899,-0.430546877688591,0.272766246977895
