NodeID,X,Y,Z,U1,U2,U3,UR1,UR2,UR3,FX_from_KU,FY_from_KU,FZ_from_KU,MX_from_KU,MY_from_KU,MZ_from_KU,ForceMagnitude,MomentMagnitude,IsFixedNode,IsExteriorSurfaceNode
58,30.194631195056,-0.8706002466747,1.158335915549,1.76391267776489,-0.202421367168427,0.144761502742767,4.90895509719849,1.81669998168945,-0.857319712638855,1.74003457607819e-07,-3.4871272468727e-07,-2.51874712738596e-07,-2.17099055648939e-09,9.13555267545441e-09,6.21963425206928e-10,4.64024394332287e-07,9.41054521187074e-09,0,1
59,29.702732326291,-0.878938134692,3.609757052917,1.68653213977814,-0.368258386850357,0.859296679496765,6.13656759262085,0.81189376115799,0.723329663276672,5.14515193379347e-07,-1.39240966113164e-06,-9.026290899352e-08,3.09301313380916e-09,8.30946054325432e-09,-1.24326963099608e-08,1.48717112040642e-06,1.52704224663737e-08,0,1
60,28.429237337565,-0.9832995737268,5.947092336547,1.84000015258789,-0.745449244976044,1.92766010761261,1.43232977390289,0.536222457885742,-0.827662885189056,9.43878392112296e-09,-4.79683005944614e-07,4.08400145007759e-07,4.58311391615673e-09,2.99370733064519e-10,-5.03778893601314e-09,6.30059961651531e-07,6.81717488173081e-09,0,1
61,12.13266880369,7.165499830721,8.481577914303,-0.112758710980415,1.14214551448822,4.24189805984497,-1.27502286434174,-12.3345642089844,-12.6508045196533,6.95289565511842e-07,5.14382128698546e-07,-3.62637158739243e-07,-9.60667324856335e-09,-2.98393851294598e-10,-1.18746311394968e-10,9.37828482790197e-07,9.61203987099632e-09,0,1
62,12.243619942528,10.67684835374,4.842202747855,-0.37230971455574,-1.0869152545929,1.74472963809967,-9.0615873336792,-31.0347137451172,-17.395528793335,-4.38789154929078e-07,3.52939669823193e-07,-5.87496523676151e-07,4.31847352530546e-08,-2.94743438904697e-08,3.96191827539694e-08,8.13790205366126e-07,6.55998319261757e-08,0,1
63,12.212518550223,11.64363503317,-0.135745028481,-0.511368870735168,-0.993424534797668,-0.565218031406403,13.0801916122437,60.5878372192383,-0.539478063583374,-2.62909983946708e-07,1.35428635819612e-07,8.0869237587336e-07,-4.47347308640822e-08,7.72343680330301e-09,3.40459986591934e-09,8.61072548543106e-07,4.5524047730661e-08,0,1
64,12.131919288536,10.6596791613,-4.8401141616669,0.00980890262871981,1.6764965057373,-3.33687686920166,6.82401180267334,16.6350021362305,-4.24086475372314,1.95625316477127e-07,-9.57391726841283e-07,-1.30051947357102e-06,1.5761572602635e-08,-3.22333701483629e-08,-5.91414626577302e-08,1.62672034603626e-06,6.9174633553964e-08,0,1
65,12.373636072295,7.169680078251,-8.3950244927024,-0.0485513918101788,0.417453676462173,-2.33921599388123,5.24490356445312,18.7518157958984,-29.3791694641113,-8.13795856782068e-07,-9.48962978475354e-08,-2.67992645242021e-07,-6.56289989020564e-09,-4.84043134879597e-08,-2.95536103020466e-08,8.62026137518256e-07,5.70917253294624e-08,0,1
66,12.655199310326,2.583044891673,-9.7825068403003,-0.0617840476334095,-0.145952045917511,-0.677887558937073,2.30204439163208,1.57004237174988,-13.1445684432983,1.41218202226828e-08,-4.78345296105352e-07,-5.0677684391813e-08,9.23307676966916e-09,-4.6331036229752e-09,2.31983529743818e-11,4.81229545859183e-07,1.03303385220142e-08,0,1
67,15.036984756556,1.05116158228,-9.7760058510646,-0.0702311098575592,-0.349431037902832,-0.732449233531952,0.541848301887512,-1.49698054790497,-3.62737107276917,1.37199310929186e-09,4.5142516801348e-07,-6.01200195286811e-08,4.40991139265268e-09,-4.58048627152707e-09,4.68874408049436e-10,4.55412978986348e-07,6.37557967444683e-09,0,1
68,22.346387928092,1.030573575768,-8.9387662447648,0.901603579521179,-1.43736028671265,-3.5961058139801,0.13990093767643,1.26628386974335,0.284965932369232,2.09022036715221e-06,2.69411453370427e-06,1.55088893149559e-06,8.19928647546875e-09,-1.92397217047002e-08,-9.99698031821372e-10,3.74600197301203e-06,2.09378744416893e-08,0,1
69,29.634223044863,1.136970202674,-0.1108557545891,0.628439664840698,-1.16510844230652,-0.376038074493408,-5.01314258575439,-1.86817145347595,1.59163677692413,5.00519141086522e-07,-9.75745788356699e-07,-9.42315120717368e-07,-1.09139038691891e-09,2.71240031476938e-09,2.58558197248349e-09,1.44587587324169e-06,3.9030094261546e-09,0,1
70,22.551872663235,0.41636486513,9.03202352952,1.07833135128021,-1.98081147670746,4.59098100662231,1.90237832069397,-0.726248443126678,10.7132940292358,9.59688505497436e-07,-2.99981536788091e-07,-5.34160472964729e-07,7.90612525447543e-09,5.08472070004373e-09,-5.07171667163409e-09,1.13855977483642e-06,1.06809883032535e-08,0,1
71,17.466433263982,0.547802923867,9.754169665486,0.113378882408142,-0.919128835201263,3.36559557914734,4.32585382461548,-5.05361413955688,15.0720186233521,-2.25811683293893e-07,-8.64966795880925e-07,-8.48503579550797e-08,-1.12487064801714e-09,3.38648928274732e-08,3.14231688152561e-09,8.97974419197808e-07,3.40289649500971e-08,0,1
72,14.852455401088,1.038265348671,9.846469979604,-0.00167254079133272,-0.427288025617599,2.10501074790955,1.61773335933685,2.18117928504944,-9.14279079437256,-1.67024452758042e-07,1.76420408887559e-07,2.72575430351751e-08,4.74526957582478e-09,6.65607277627878e-09,3.2166990945881e-10,2.44467384621122e-07,8.18073099918455e-09,0,1
73,14.399497020672,3.493053661137,9.704905553255,0.0365066826343536,-0.320748567581177,3.08806371688843,0.0491674318909645,-2.16819715499878,-4.53521156311035,4.6664284151024e-07,-2.40680448626573e-08,-2.97337547638943e-08,3.25838274417567e-09,3.04432185016523e-09,-9.95927146307807e-10,4.68208189258391e-07,4.56911638237505e-09,0,1
74,16.760233103306,2.738517730954,9.704833491545,0.234396070241928,-0.648334622383118,5.33918762207031,-0.622952938079834,-3.53880548477173,-19.5778217315674,-4.38409068373967e-07,8.84564812349276e-07,-1.15112471787276e-07,2.72747985446964e-08,-1.20205061182599e-11,-3.67463400333112e-09,9.93935762330753e-07,2.75212229961675e-08,0,1
75,14.027309536501,5.831845504273,9.02547894163,-0.0901095420122147,0.948560178279877,6.78848791122437,2.97796845436096,5.60001134872437,7.50151491165161,6.69010309229182e-07,2.01645720154797e-06,-1.20517852573998e-06,3.56620225711035e-09,-9.15290088165932e-09,4.28063994667438e-09,2.44256621577275e-06,1.07152821447297e-08,0,1
76,15.778254630549,6.890227341897,8.175443177154,0.317577540874481,1.538987159729,10.4850778579712,5.78965950012207,6.40737295150757,14.6720886230469,-4.57101072860733e-08,2.56957832516294e-06,-2.43759770990684e-06,-4.68377204729253e-09,1.43103072308692e-08,-7.55286560724655e-09,3.54213280078519e-06,1.68454264568753e-08,0,1
77,14.338154130974,9.628969571524,5.792663288428,-0.718759298324585,-1.00128448009491,5.34234189987183,0.46410945057869,28.0092639923096,12.4719333648682,-6.83167802037477e-07,2.74084120344131e-06,-3.4781530385275e-06,1.92623052508445e-08,3.99482601599194e-09,-1.23638169979845e-08,4.48067821960475e-06,2.32348662409407e-08,0,1
78,14.374871536922,10.7461410987,3.442449739368,-3.77950692176819,-11.6461782455444,-0.706822276115417,-6.78901767730713,-15.4965467453003,-9.29882049560547,4.76219925823335e-06,-1.20294830638357e-06,-6.29735866959635e-07,1.82940019383127e-08,-1.68574610728833e-08,3.99795384575796e-08,4.95198885954772e-06,4.70872381439372e-08,0,1
79,14.283622177983,11.14742777527,-1.5489430019538,-3.24112057685852,-10.567232131958,-1.53607833385468,-15.4620847702026,-22.619327545166,-7.46754503250122,-1.69204479441576e-07,-2.39957988451556e-07,-3.02143201341004e-06,2.85885516509987e-08,-8.61979464368556e-09,-1.75023151527398e-09,3.03566490307212e-06,2.991102565206e-08,0,1
80,13.924495449955,10.83896036087,-3.46940814108,-1.99962437152863,-6.27736186981201,-2.69732904434204,3.47416996955872,-36.6079940795898,15.0520000457764,-2.15936427257202e-06,4.2669824268371e-07,-1.14720984309424e-08,5.00945018882225e-08,-3.0764190812882e-08,-5.26731848693451e-08,2.20114903198585e-06,7.89326229139812e-08,0,1
81,14.446379455537,9.799271368316,-5.4115904355716,1.84451067447662,8.5426721572876,-11.1230201721191,-2.78042840957642,-12.3248901367188,9.80362129211426,-1.96053898615656e-07,2.92876376051243e-06,4.87989485997709e-06,-2.54127247023561e-08,2.07182977995934e-08,1.53426886750907e-08,5.69468771228801e-06,3.62001731527784e-08,0,1
82,15.054612439153,6.02007954269,-8.7572396858945,0.215455085039139,0.973389267921448,-5.80914306640625,4.61080694198608,-5.5106406211853,3.83090734481812,-6.07301062570398e-07,-3.68307251352729e-06,-2.38101488111986e-06,-4.22835514102271e-08,-2.27690016008086e-08,-1.77430829195746e-08,4.42753538490813e-06,5.11971009457552e-08,0,1
83,17.616023014989,2.586639634652,-9.5865908377174,0.0316235050559044,-0.599580526351929,-2.99050545692444,-3.2150502204895,3.03488683700562,5.31095027923584,-1.55542350216854e-06,6.73053147852085e-07,-2.60386397037821e-07,-1.32776345398034e-08,7.02976788238829e-09,-4.60053850483838e-10,1.71468477764695e-06,1.50307972176523e-08,0,1
