NodeID,X,Y,Z,U1_Completed,U2_Completed,U3_Completed,UR1_Completed,UR2_Completed,UR3_Completed,U_Magnitude,IsMeasuredNode,IsFixedNode
78,14.374871536922,10.7461410987,3.442449739368,-1.74464657570796,-6.92056112643017,-0.468720270488013,13.3560498252314,31.8783573217968,17.0273873821896,7.1524580859137,0,0
79,14.283622177983,11.14742777527,-1.5489430019538,-1.19335888315285,-3.29229646882842,-1.72320000891571,6.47384502570917,-11.4639001489392,7.15821336418239,3.90291426159825,0,0
80,13.924495449955,10.83896036087,-3.46940814108,-0.324249425021995,-0.904151724877612,-2.01961936666301,-5.82828842364538,-0.786024646690137,-1.0905795924673,2.23640122013617,0,0
81,14.446379455537,9.799271368316,-5.4115904355716,-0.149915478947134,-1.23467200858192,-2.38629591854166,-2.29796321749446,-18.806007872477,13.6011927756905,2.69096596605238,0,0
82,15.054612439153,6.02007954269,-8.7572396858945,0.201606635786427,1.2241723323253,-6.15820164795519,-1.45112426092772,-3.38828805091258,8.659915322774,6.28193367297856,0,0
83,17.616023014989,2.586639634652,-9.5865908377174,-0.0307903025037231,-0.567032639150647,-2.66746874814585,-0.378807357351089,1.99198791515681,8.13974333432398,2.72724468629516,0,0
84,18.172764869495,5.205407048753,-8.5683429589597,1.30929673568228,1.30484103374591,-8.96684660739468,-4.84081063022618,2.39365534343481,-1.40363200003456,9.15539218963125,0,0
85,17.03870916126,8.85302500553,-5.6171096285782,-1.97332389011993,-6.92972129245815,-0.543833428235667,10.8781442740072,26.8467971125894,-24.4542566704183,7.22570406009909,0,0
86,16.796565475311,9.58040135188,4.527287702976,-2.97964648868211,-9.86196004122255,-0.713020326056676,-3.09521005708548,-44.1650118974609,-16.3521103983468,10.3269040393312,0,0
87,16.424422886984,10.63134901257,-0.7734440919838,-5.27632361819432,-13.3823208140711,-1.91544386605031,18.1489569437854,3.64910335993108,-9.1713332788191,14.5118925884471,0,0
88,19.184299689128,2.371148160686,9.48803923098,0.672160302332462,-1.39783934862587,5.85125115468617,-1.25946660483624,3.09160043329959,29.5557743699086,6.0533374589407,0,0
89,21.152265232011,2.036977515516,9.126409187514,1.13700225310297,-1.75089019545908,6.21712370256568,0.712103787526175,-2.31483412660528,-21.1473962334829,6.55827856476987,0,0
90,21.017640546623,4.026553455443,8.328924717785,2.17430815186859,-0.500523605526817,10.2522776522092,-3.68178815759737,-9.66982791607385,-4.82235755689049,10.4922512778221,0,0
91,20.489443477683,5.989798996663,7.191010684722,-0.264457964618,-3.97644640340984,6.1759472260051,59.8291143458075,129.222428998954,139.945957379122,7.35012844463558,0,0
92,22.670456951828,4.754166686105,6.957482969731,-2.30574382188162,-6.62369502948347,1.58910208296273,-52.5475288492384,-39.0600509607642,-61.9903295678208,7.19131669764486,0,0
