NodeID,U1_Abaqus,U1_Completed,U1_Error,U2_Abaqus,U2_Completed,U2_Error,U3_Abaqus,U3_Completed,U3_Error,ErrorMagnitude,IsMeasuredNode,IsFixedNode
127,0.1130233108997,0.238924904325782,0.125901593426082,-1.685309052467,-1.31754482875299,0.367764223714015,-0.9581555128098,-0.796634292385071,0.161521220424729,0.420940423479015,0,0
128,-1.321122646332,2.56091601536861,3.88203866170061,-4.906570911407,0.0723838517088752,4.97895476311588,-2.347861528397,-3.16650810204752,-0.81864657365052,6.36634879005559,0,0
129,-6.315819740295,0.330628703013535,6.64644844330853,-14.37784767151,-2.67948713511695,11.6983605363931,-2.416469335556,-3.04897460431059,-0.632505268754594,13.4694832515579,0,0
130,-10.06156349182,0.610545750237176,10.6721092420572,-24.1307888031,-0.819188322842615,23.3116004802574,-2.101408004761,-4.41906740611144,-2.31765940135044,25.7428859634309,0,0
131,2.03355884552,2.033559,1.54479999903145e-07,-1.246151328087,-1.246151,3.28087000012189e-07,-5.114740371704,-5.11474,3.71704000023954e-07,5.19296652772653e-07,1,0
132,1.646122336388,0.965236278251191,-0.680886058136809,-1.485498070717,-1.49610043852985,-0.0106023678128535,-3.34833574295,-2.37501686381653,0.973318879133468,1.18788378002478,0,0
133,2.171199083328,2.171199,-8.33280000556158e-08,-0.5487805008888,-0.548781,-4.99111199925295e-07,-7.328126907349,-7.328127,-9.26510006493686e-08,5.14431485628034e-07,1,0
134,1.213515758514,0.823139978536031,-0.390375779977969,-1.121166706085,-0.916596107965237,0.204570598119763,-1.653750181198,-1.24617540052968,0.407574780668316,0.600299576082901,0,0
135,1.940712928772,1.49608663012502,-0.444626298646983,0.7730860710144,0.53975135431523,-0.23333471669917,-9.403493881226,-8.0329183632635,1.3705755179625,1.45966259317137,0,0
136,0.1147831678391,0.0124673933669377,-0.102315774472162,-0.0006630955613218,-0.0379261212375539,-0.0372630256762321,-3.83891916275,-3.51777402484111,0.321145137908887,0.339103598316066,0,0
137,-0.02075023949146,-0.0300181715674803,-0.00926793207602027,0.06649146974087,-0.0605812568089159,-0.127072726549786,-1.19528567791,-0.654461783452046,0.540823894457954,0.555629244383726,0,0
138,0.01769840344787,0.017698,-4.03447870001017e-07,0.8308751583099,0.830875,-1.58309899966902e-07,-4.450568199158,-4.450568,1.9915800031356e-07,4.76965530541552e-07,1,0
139,0.7566208839417,0.756621,1.16058299970412e-07,0.466033488512,0.466033,-4.88512000018648e-07,-7.992837429047,-7.992837,4.29047000594096e-07,6.60450476472712e-07,1,0
140,1.672976732254,-0.0122972240618474,-1.68527395631585,-1.799909949303,-2.31024816775552,-0.510338218452515,-3.928451061249,-1.87106407600638,2.05738698524262,2.70803150131151,0,0
141,2.866632938385,-1.81229204145676,-4.67892497984176,-0.6040261387825,-4.91615781601641,-4.31213167723391,-8.280579566956,-1.48505517090514,6.79552439605086,9.30945596617299,0,0
142,0.09819324314594,0.0381629016786328,-0.0600303414673072,1.740258693695,0.844509958040081,-0.895748735654919,-3.187255859375,-2.10609632334519,1.08115953602981,1.40530259434482,0,0
143,0.0442462079227,0.044246,-2.07922700001806e-07,-0.4342564642429,-0.434256,4.64242900011236e-07,-0.7508620023727,-0.750862,2.37269992542366e-09,5.08683545135696e-07,1,0
144,0.1699804961681,0.160674157001565,-0.00930633916653456,-0.761588037014,-0.743436345387668,0.0181516916263318,-1.403252005577,-1.40759320036499,-0.004341194787989,0.0208551631441061,0,0
145,0.009800419211388,0.00496926525345187,-0.00483115395793613,-0.3382739722729,-0.308369461176038,0.0299045110968622,-0.5928440093994,-0.520848271385038,0.0719957380143615,0.0781089375471221,0,0
146,-0.01297399587929,-0.0116441948926404,0.0013298009866496,-0.05823715403676,-0.0676862246281198,-0.0094490705913598,-0.1057908609509,-0.135384980233235,-0.0295941192823353,0.0310944561264816,0,0
147,-3.900079488754,-3.900079,4.88753999938751e-07,-7.445040225983,-7.44504,2.25983000312624e-07,-0.9982514977455,-0.998251,4.97745500038782e-07,7.33279872692059e-07,1,0
148,-6.554800510406,-6.554801,-4.89594000008253e-07,-14.33840656281,-14.338407,-4.37189999757948e-07,-1.592607736588,-1.592608,-2.63411999990026e-07,7.07264633974569e-07,1,0
149,-11.50762367249,-11.507624,-3.27509999564768e-07,-29.30004882812,-29.300049,-1.7188000001056e-07,-2.172851085663,-2.172851,8.56629998047254e-08,3.79662591986739e-07,1,0
150,-2.804744720459,-2.804745,-2.79541000125505e-07,-7.631828784943,-7.631829,-2.15056999763874e-07,-1.173124432564,-1.173124,4.32563999952507e-07,5.58125700853776e-07,1,0
151,-5.724454402924,-2.42704131513017,3.29741308779383,-16.5567817688,-7.27105430135248,9.28572746744751,-1.453526616096,-0.350272300490627,1.10325431560537,9.91538389353459,0,0
152,-0.4638138413429,-0.286079415835071,0.177734425507829,-2.291917800903,-2.18941085178481,0.102506949118187,0.05238691344857,-0.0761827953908171,-0.128569708839387,0.242130895713788,0,0
153,-2.638174295425,-1.10801102308695,1.53016327233805,-6.531819820404,-4.0873014588127,2.4445183615913,0.07039652764797,0.309026210364922,0.238629682716952,2.89378882879226,0,0
154,-4.820103645325,-5.38847402833689,-0.568370383011885,-13.1349439621,-12.6814858487217,0.453458113378344,1.508022069931,-0.957435508639697,-2.4654575785707,2.57043774960714,0,0
155,-0.02824840508401,-0.028248,4.05084010002277e-07,-0.1572604626417,-0.15726,4.62641699977562e-07,0.7665771842003,0.766577,-1.84200300012982e-07,6.41919113473439e-07,1,0
156,-0.4476681947708,-0.148150949948762,0.299517244822038,-2.118653059006,-0.362814222901508,1.75583883610449,-0.8706868886948,-0.713911539449924,0.156775349244876,1.78808811540411,0,0
157,-6.302407741547,0.344147982692068,6.64655572423907,-18.70442199707,1.64812348788946,20.3525454849595,-2.277112960815,-3.76242888778719,-1.48531592697219,21.4618026762823,0,0
158,-0.02871974743903,-0.02872,-2.52560969998816e-07,-0.1509491205215,-0.150949,1.20521500002191e-07,-0.4926286637783,-0.492629,-3.36221699981376e-07,4.37444290244927e-07,1,0
159,2.943026542664,-1.63791856698425,-4.58094510964825,2.539612770081,-4.59942973731754,-7.13904250739854,-12.45227909088,-2.4655212446962,9.9867578461838,13.1029125883663,0,0
160,-0.01921818219125,-0.019218,1.82191249999825e-07,-0.3820086717606,-0.382009,-3.28239399993713e-07,0.7727327346802,0.772733,2.65319800019093e-07,4.59705722791116e-07,1,0
161,1.824151873589,1.82830120146398,0.00414932787497602,-1.958794355392,-1.9433679225818,0.015426432810199,5.828920841217,5.84732623285396,0.0184053916369589,0.0243710933766106,0,0
162,1.676768302917,1.67293749969135,-0.00383080322565132,-1.309802889824,-1.28028383864205,0.0295190511819541,-5.010641098022,-5.0550219926349,-0.044380894612905,0.0534388738904392,0,0
163,0.8155851364136,-0.272641668112676,-1.08822680452628,3.225056648254,-1.28037916662715,-4.50543581488115,-8.733375549316,-3.76448716517819,4.96888838413781,6.7950747776697,0,0
