Node_ID,U1,U2,U3,RF1,RF2,RF3
141,2.866632938385e+00,-6.040261387825e-01,-8.280579566956e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
142,9.819324314594e-02,1.740258693695e+00,-3.187255859375e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
143,4.424620792270e-02,-4.342564642429e-01,-7.508620023727e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
144,1.699804961681e-01,-7.615880370140e-01,-1.403252005577e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
145,9.800419211388e-03,-3.382739722729e-01,-5.928440093994e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
146,-1.297399587929e-02,-5.823715403676e-02,-1.057908609509e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
147,-3.900079488754e+00,-7.445040225983e+00,-9.982514977455e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
148,-6.554800510406e+00,-1.433840656281e+01,-1.592607736588e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
149,-1.150762367249e+01,-2.930004882812e+01,-2.172851085663e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
150,-2.804744720459e+00,-7.631828784943e+00,-1.173124432564e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
151,-5.724454402924e+00,-1.655678176880e+01,-1.453526616096e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
152,-4.638138413429e-01,-2.291917800903e+00,5.238691344857e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
153,-2.638174295425e+00,-6.531819820404e+00,7.039652764797e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
154,-4.820103645325e+00,-1.313494396210e+01,1.508022069931e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
155,-2.824840508401e-02,-1.572604626417e-01,7.665771842003e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
156,-4.476681947708e-01,-2.118653059006e+00,-8.706868886948e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
157,-6.302407741547e+00,-1.870442199707e+01,-2.277112960815e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
158,-2.871974743903e-02,-1.509491205215e-01,-4.926286637783e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
159,2.943026542664e+00,2.539612770081e+00,-1.245227909088e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
160,-1.921818219125e-02,-3.820086717606e-01,7.727327346802e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
161,1.824151873589e+00,-1.958794355392e+00,5.828920841217e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
162,1.676768302917e+00,-1.309802889824e+00,-5.010641098022e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
163,8.155851364136e-01,3.225056648254e+00,-8.733375549316e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
